dept_id|deptName|college
16249004|LS-GAS MASS LAB|SENIOR VP-PROVOST
16249006|LS-ICP LAB|SENIOR VP-PROVOST
16249008|LS-TIMS LAB|SENIOR VP-PROVOST
16249010|LS-THERMOCHR|SENIOR VP-PROVOST
16249012|LS-XRF LAB|SENIOR VP-PROVOST
16249014|LS-SCANNING ELECTRON MICRO LAB|SENIOR VP-PROVOST
16249016|LS-HELIUM ISOTOPE ANALYSIS LAB|SENIOR VP-PROVOST
16249018|LS-ORGANIC GEOCHEMISTRY LAB|SENIOR VP-PROVOST
16249050|LS-COURSE FEES|SENIOR VP-PROVOST
16260000|LS-GERMAN / SLAVIC LANGS / LIT|SENIOR VP-PROVOST
16260100|LS-GERMAN / SLAVIC-GENERAL|SENIOR VP-PROVOST
16260300|LS-CZECH|SENIOR VP-PROVOST
16260500|LS-DUTCH|SENIOR VP-PROVOST
16260700|LS-GERMAN|SENIOR VP-PROVOST
16260900|LS-POLISH|SENIOR VP-PROVOST
16261100|LS-RUSSIAN|SENIOR VP-PROVOST
16261300|LS-SWEDISH|SENIOR VP-PROVOST
16280000|LS-HISTORY|SENIOR VP-PROVOST
16280100|LS-HISTORY-GENERAL|SENIOR VP-PROVOST
16282000|LS-EARLY CONTACT PERIOD|SENIOR VP-PROVOST
16282200|LS-ORAL HISTORY PROGRAM|SENIOR VP-PROVOST
16287000|LS-HISTORY-DC|SENIOR VP-PROVOST
16289000|LS-AUXILIARY ENTERPRISES|SENIOR VP-PROVOST
16289050|LS-COURSE FEES|SENIOR VP-PROVOST
16300000|LS-LINGUISTICS|SENIOR VP-PROVOST
16300100|LS-LINGUISTICS-GENERAL|SENIOR VP-PROVOST
16307000|LS-LINGUISTICS-DC|SENIOR VP-PROVOST
16309000|LS-AUXILIARY ENTERPRISES|SENIOR VP-PROVOST
16309001|LS-ENGLISH LANGUAGE INSTITUTE|SENIOR VP-PROVOST
16309050|LS-COURSE FEES|SENIOR VP-PROVOST
16320000|LS-MATHEMATICS|SENIOR VP-PROVOST
16320100|LS-MATHEMATICS-GENERAL|SENIOR VP-PROVOST
16322000|LS-APPLIED MATHEMATICS|SENIOR VP-PROVOST
16327000|LS-MATHEMATICS-DC|SENIOR VP-PROVOST
16329000|LS-AUXILIARY ENTERPRISES|SENIOR VP-PROVOST
16329050|LS-COURSE FEES|SENIOR VP-PROVOST
16340000|LS-PHILOSOPHY|SENIOR VP-PROVOST
16340100|LS-PHILOSOPHY-GENERAL|SENIOR VP-PROVOST
16342000|LS-APPLD PHILOSOPHY AND ETHICS|SENIOR VP-PROVOST
16347000|LS-PHILOSOPHY-DC|SENIOR VP-PROVOST
16360000|LS-PHYSICS|SENIOR VP-PROVOST
16360100|LS-PHYSICS-GENERAL|SENIOR VP-PROVOST
16360300|LS-ASTROPHYSICS DIVISION|SENIOR VP-PROVOST
16360301|LS-GENERAL DIVISION|SENIOR VP-PROVOST
16360303|LS-ASTROPHYSICS EXPERIMENTAL|SENIOR VP-PROVOST
16360305|LS-ASTROPHYSICS THEORY|SENIOR VP-PROVOST
16360400|LS-ATMOSHERIC SCIENCES|SENIOR VP-PROVOST
16360500|LS-CONDENSED MATTER DIVISION|SENIOR VP-PROVOST
16360501|LS-GENERAL DIVISION|SENIOR VP-PROVOST
16360503|LS-CONDENSED MATTER EXPERIMENT|SENIOR VP-PROVOST
16360505|LS-CONDENSED MATTER THEORY|SENIOR VP-PROVOST
16360700|LS-HIGH ENERGY DIVISION|SENIOR VP-PROVOST
16360701|LS-GENERAL DIVISION|SENIOR VP-PROVOST
16360703|LS-HIGH ENERGY EXPERIMENTAL|SENIOR VP-PROVOST
16360705|LS-HIGH ENERGY THEORY|SENIOR VP-PROVOST
16360900|LS-LOW TEMPERATURE DIVISION|SENIOR VP-PROVOST
16360901|LS-GENERAL DIVISION|SENIOR VP-PROVOST
16360903|LS-LOW TEMPERATURE SOLIDS|SENIOR VP-PROVOST
16360905|LS-LOW TEMPERATURE LIQUIDS|SENIOR VP-PROVOST
16361100|LS-MAGNETIC LAB|SENIOR VP-PROVOST
16361300|LS-MICROFABRITECH|SENIOR VP-PROVOST
16362000|LS-FUNDAMENTAL THEORY|SENIOR VP-PROVOST
16362200|LS-QUANTUM THEORY DIVISION|SENIOR VP-PROVOST
16367000|LS-PHYSICS-DC|SENIOR VP-PROVOST
16369000|LS-AUXILIARY ENTERPRISES|SENIOR VP-PROVOST
16369002|LS-NUCLEAR PHYSICS ACCELERATOR|SENIOR VP-PROVOST
16369004|LS-CRYGENIC SERVICES|SENIOR VP-PROVOST
16369050|LS-COURSE FEES|SENIOR VP-PROVOST
16380000|LS-POLITICAL SCIENCE|SENIOR VP-PROVOST
16380100|LS-POLITICAL SCIENCE-GENERAL|SENIOR VP-PROVOST
16382000|LS-FLORIDA SURVEY RESEARCH|SENIOR VP-PROVOST
16382200|LS-RESEARCH ON ELECTIONS|SENIOR VP-PROVOST
16383000|LS-CAIRE|SENIOR VP-PROVOST
16387000|LS-POLITICAL SCIENCE-DC|SENIOR VP-PROVOST
16389000|LS-AUXILIARY ENTERPRISES|SENIOR VP-PROVOST
16389050|LS-COURSE FEES|SENIOR VP-PROVOST
16400000|LS-PSYCHOLOGY|SENIOR VP-PROVOST
16400100|LS-PSYCHOLOGY-GENERAL|SENIOR VP-PROVOST
16400300|LS-BEHAVIOR ANALYSIS|SENIOR VP-PROVOST
16400500|LS-BEHAVIORAL NEUROSCIENCE|SENIOR VP-PROVOST
16400700|LS-COGNITIVE / SENSORY PROCESS|SENIOR VP-PROVOST
16400900|LS-COUNSELING|SENIOR VP-PROVOST
16401100|LS-DEVELPOMENT|SENIOR VP-PROVOST
16401300|LS-SOCIAL|SENIOR VP-PROVOST
16402000|LS-AMBULATORY STUDIES|SENIOR VP-PROVOST
16402200|LS-HEARING RESEARCH CENTER|SENIOR VP-PROVOST
16407000|LS-PSYCHOLOGY-DC|SENIOR VP-PROVOST
16409000|LS-PSYCHOLOGY AUX ENTERPRISES|SENIOR VP-PROVOST
16409002|LS-ANIMAL CARE|SENIOR VP-PROVOST
16409050|LS-COURSE FEES|SENIOR VP-PROVOST
16420000|LS-RELIGION|SENIOR VP-PROVOST
16420100|LS-RELIGION-GENERAL|SENIOR VP-PROVOST
16420200|LS-GLOBAL ISLAM|SENIOR VP-PROVOST
16427000|LS-RELIGION-DC|SENIOR VP-PROVOST
16440000|LS-ROMANCE LANGS / LIT|SENIOR VP-PROVOST
16440100|LS-ROMANCE LANGUAGES-GENERAL|SENIOR VP-PROVOST
16440300|LS-FRENCH|SENIOR VP-PROVOST
16440500|LS-HAITIAN CREOLE|SENIOR VP-PROVOST
16440700|LS-ITALIAN|SENIOR VP-PROVOST
16440900|LS-PROTUGUESE|SENIOR VP-PROVOST
16441100|LS-SPANISH|SENIOR VP-PROVOST
16449000|LS-AUXILIARY ENTERPRISES|SENIOR VP-PROVOST
16449050|LS-COURSE FEES|SENIOR VP-PROVOST
16460000|LS-SOCIOLOGY|SENIOR VP-PROVOST
16460100|LS-SOCIOLOGY-GENERAL|SENIOR VP-PROVOST
16462000|LS-URBAN AND REGIONAL|SENIOR VP-PROVOST
16469000|LS-AUXILIARY ENTERPRISESLS-AUX|SENIOR VP-PROVOST
16469050|LS-COURSE FEES|SENIOR VP-PROVOST
16480000|LS-STATISTICS|SENIOR VP-PROVOST
16480100|LS-STATISTICS-GENERAL|SENIOR VP-PROVOST
16487000|LS-STATISTICS-DC|SENIOR VP-PROVOST
16489000|LS-AUXILIARY ENTERPRISES|SENIOR VP-PROVOST
16489050|LS-COURSE FEES|SENIOR VP-PROVOST
16500000|LS-ZOOLOGY|SENIOR VP-PROVOST
16500100|LS-ZOOLOGY- GENERAL|SENIOR VP-PROVOST
16501000|LS-ZOOLOGY-GENERAL|SENIOR VP-PROVOST
16502000|LS- A CARR CNTR-SEA TURTLE RES|SENIOR VP-PROVOST
16502200|LS-SEAHORSE KEY|SENIOR VP-PROVOST
16502400|LS-UF MARINE LAB|SENIOR VP-PROVOST
16509000|LS-ZOOLOGY AUX ENT|SENIOR VP-PROVOST
16509050|LS-COURSE FEES|SENIOR VP-PROVOST
16520000|LS-CLA/S ACADEMIC ADVISING|SENIOR VP-PROVOST
16520100|LS-ADVISING GENERAL|SENIOR VP-PROVOST
16520300|LS-ADVISING PREPROFESSIONAL|SENIOR VP-PROVOST
16527000|LS-ADVISING-DC|SENIOR VP-PROVOST
16540000|LS-LANGUAGE LEARNING CENTER|SENIOR VP-PROVOST
16540100|LS-LLC-GENERAL|SENIOR VP-PROVOST
16547000|LS-LANGUAGE LEARNING LAB|SENIOR VP-PROVOST
16549050|LS-LLC-LAB FEES|SENIOR VP-PROVOST
16560000|LS-OASIS|SENIOR VP-PROVOST
16560100|LS-OASIS GENERAL|SENIOR VP-PROVOST
16560300|LS-UPWARD BOUND|SENIOR VP-PROVOST
16560500|LS-SESP|SENIOR VP-PROVOST
16580000|LS-DIAL CENTER|SENIOR VP-PROVOST
16580100|LS-DIAL CENTER-GENERAL|SENIOR VP-PROVOST
16587000|LS-DIAL CENTER-DC|SENIOR VP-PROVOST
16589000|LS-AUXILIARY ENTERPRISES|SENIOR VP-PROVOST
16589050|LS-COURSE FEES|SENIOR VP-PROVOST
16600000|LS-AFRICAN STUDIES PROGRAM|SENIOR VP-PROVOST
16600100|LS-AFRICAN STUDIES PROGRAM-GEN|SENIOR VP-PROVOST
16607000|LS-AFRICAN STUDIES PROGRAM-DC|SENIOR VP-PROVOST
16609000|LS-AUXILIARY ENTERPRISES|SENIOR VP-PROVOST
16609050|LS-COURSE FEES|SENIOR VP-PROVOST
16620000|LS-AFRICAN AMERICAN STUDIES|SENIOR VP-PROVOST
16620100|LS-AFRICAN AMERICAN ST-GEN|SENIOR VP-PROVOST
16627000|LS-AFRICAN AMERICAN ST-DC|SENIOR VP-PROVOST
16640000|LS-ASIAN STUDIES|SENIOR VP-PROVOST
16640100|LS-ASIAN STUDIES-GENERAL|SENIOR VP-PROVOST
16660000|LS-EUROPEAN STUDIES|SENIOR VP-PROVOST
16660100|LS-EUROPEAN STUDIES-GENERAL|SENIOR VP-PROVOST
16667000|LS-EUROPEAN STUDIES-DC|SENIOR VP-PROVOST
16669000|LS-AUXILIARY ENTERPRISES|SENIOR VP-PROVOST
16669050|LS-COURSE FEES|SENIOR VP-PROVOST
16680000|LS-FLORIDA FRANCE ALLIANCE|SENIOR VP-PROVOST
16680100|LS-FLORIDA FRANCE ALLAINCE-GEN|SENIOR VP-PROVOST
16700000|LS-GERONTOLOGY|SENIOR VP-PROVOST
16720000|LS-HUMANITIES-PUBLIC SPHERE|SENIOR VP-PROVOST
16720100|LS-HUMANITIES PUBLIC SPH-GEN|SENIOR VP-PROVOST
16727000|LS-HUMANITIES PUBLIC SPH-DC|SENIOR VP-PROVOST
16740000|LS-JEWISH STUDIES|SENIOR VP-PROVOST
16740100|LS-JEWISH STUDIES-GENERAL|SENIOR VP-PROVOST
16747000|LS-JEWISH STUDIES-DC|SENIOR VP-PROVOST
16760000|LS-LAND USE/ENVIRON CHNG INST|SENIOR VP-PROVOST
16760100|LS-LAND USE / ENVR CH INST-GEN|SENIOR VP-PROVOST
16780000|LS-REID HOUSE-PARIS|SENIOR VP-PROVOST
16780100|LS-REID HOUSE-PARIS GENERAL|SENIOR VP-PROVOST
16790000|LS-QUANTUM THEORY PROJECT|SENIOR VP-PROVOST
16790100|LS-QTP-GENERAL|SENIOR VP-PROVOST
16800000|LS-WOMENS STUDIES|SENIOR VP-PROVOST
16800100|LS-WOMEN'S STUDIES-GENERAL|SENIOR VP-PROVOST
16807000|LS-WOMEN'S STUDIES-DC|SENIOR VP-PROVOST
16820000|LS-MEDIEVAL/EARLY MOD SDT|SENIOR VP-PROVOST
16820100|LS-MEDIEVAL/EARLY MODERN STUD|SENIOR VP-PROVOST
16840000|LS-GRAHAM CENTER|SENIOR VP-PROVOST
16840100|LS-GRAHAM CENTER - GENERAL|SENIOR VP-PROVOST
16840200|LS-GC-TALLAHASSEE INTERNSHIPS|SENIOR VP-PROVOST
16860000|LS-LANGUAGE LITERATURE&CULTURE|SENIOR VP-PROVOST
16860100|LS-LANG LIT & CULT -GENERAL|SENIOR VP-PROVOST
16860300|LS-LLC  AKAN|SENIOR VP-PROVOST
16860400|LS-LLC  AMHARIC|SENIOR VP-PROVOST
16860500|LS-LLC  ARABIC|SENIOR VP-PROVOST
16860600|LS-LLC  CHINESE|SENIOR VP-PROVOST
16860700|LS-LLC  CZECH|SENIOR VP-PROVOST
16860800|LS-LLC  DUTCH|SENIOR VP-PROVOST
16860900|LS-LLC  FRENCH|SENIOR VP-PROVOST
16861000|LS-LLC  GERMAN|SENIOR VP-PROVOST
16861100|LS-LLC  HAITIAN CREOLE|SENIOR VP-PROVOST
16861200|LS-LLC  HEBREW|SENIOR VP-PROVOST
16861300|LS-LLC  HINDI|SENIOR VP-PROVOST
16861400|LS-LLC  ITALIAN|SENIOR VP-PROVOST
16861500|LS-LLC  JAPANESE|SENIOR VP-PROVOST
16861600|LS-LLC  KOREAN|SENIOR VP-PROVOST
16861700|LS-LLC  POLISH|SENIOR VP-PROVOST
16861800|LS-LLC  RUSSIAN|SENIOR VP-PROVOST
16861900|LS-LLC  SHONA|SENIOR VP-PROVOST
16862000|LS-LLC  SWAHILI|SENIOR VP-PROVOST
16862100|LS-LLC  SWEDISH|SENIOR VP-PROVOST
16862200|LS-LLC  VIETNAMESE|SENIOR VP-PROVOST
16862300|LS-LLC  WOLOF|SENIOR VP-PROVOST
16862400|LS-LLC  XHOSA|SENIOR VP-PROVOST
16862500|LS-LLC  YORUBA|SENIOR VP-PROVOST
16867000|LS-LANG LIT & CULT -DC|SENIOR VP-PROVOST
16869000|LS-AUXILIARY ENTERPRISES|SENIOR VP-PROVOST
16869050|LS-MATERIAL / SUPPLY FEES|SENIOR VP-PROVOST
16880000|LS-SPANISH&PORTUGUESE STUDIES|SENIOR VP-PROVOST
16880100|LS-SPAN&PORT STUDIES -GENERAL|SENIOR VP-PROVOST
16880300|LS-SPANISH|SENIOR VP-PROVOST
16880500|LS-PORTUGUESE|SENIOR VP-PROVOST
16887000|LS-SPAN&PORT STUDIES -DC|SENIOR VP-PROVOST
16889000|LS-AUXILIARY ENTERPRISES|SENIOR VP-PROVOST
16889050|LS-MATERIAL / SUPPLY FEES|SENIOR VP-PROVOST
16900000|LS-BIOLOGY|SENIOR VP-PROVOST
16900100|LS-BIOLOGY -GENERAL|SENIOR VP-PROVOST
16900300|LS-BIOLOGICAL SCIENCES|SENIOR VP-PROVOST
16900500|LS-BOTANY|SENIOR VP-PROVOST
16900700|LS-ZOOLOGY|SENIOR VP-PROVOST
16900701|LS-A CARR CTR-SEA TURTLE RES|SENIOR VP-PROVOST
16900702|LS-SEAHORSE KEY|SENIOR VP-PROVOST
16900703|LS-UF MARINE LAB|SENIOR VP-PROVOST
16907000|LS-BIOLOGY -DC|SENIOR VP-PROVOST
16909000|LS-RADIOCARBON ANALYSIS LAB|SENIOR VP-PROVOST
16909050|LS-MATERIAL / SUPPLY FEES|SENIOR VP-PROVOST
16920000|LS-SOCIOLOGY/CRIMINOLOGY&LAW|SENIOR VP-PROVOST
16920100|LS-SOC/CRIM&LAW -GENERAL|SENIOR VP-PROVOST
16920300|LS-CRIMINOLOGY|SENIOR VP-PROVOST
16920500|LS-SOCIOLOGY|SENIOR VP-PROVOST
16920700|LS-URBAN & REGIONAL|SENIOR VP-PROVOST
16927000|LS-SOC/CRIM&LAW -DC|SENIOR VP-PROVOST
16929050|LS-MATERIAL / SUPPLY FEES|SENIOR VP-PROVOST
16940000|LS-WRITING PGM|SENIOR VP-PROVOST
16940100|LS-WRITING PGM GENERAL|SENIOR VP-PROVOST
16940500|LS-WRITING CENTER|SENIOR VP-PROVOST
16947000|LS-WRITING PGM -DC|SENIOR VP-PROVOST
16949000|LS-AUXILIARY ENTERPRISES|SENIOR VP-PROVOST
16949050|LS-COURSE FEES|SENIOR VP-PROVOST
16960000|LS-TEACHING CENTER|SENIOR VP-PROVOST
16960100|LS-TEACHING CTR GENERAL|SENIOR VP-PROVOST
16960300|LS-TEACHING CTR TESTING|SENIOR VP-PROVOST
16960400|LS-TEACHING CTR TUTORING|SENIOR VP-PROVOST
16960500|LS-READING & WRITING CTR|SENIOR VP-PROVOST
16969000|LS-AUXILIARY ENTERPRISES|SENIOR VP-PROVOST
16980000|LS-BEBR MAIN BUREAU|SENIOR VP-PROVOST
16980100|LS-BEBR ADMINISTRATION|SENIOR VP-PROVOST
16980200|LS-BEBR INFO/PUBS|SENIOR VP-PROVOST
16980300|LS-BEBR SURVEY|SENIOR VP-PROVOST
16980301|LS-BEBR SURVEY ADMIN|SENIOR VP-PROVOST
16980400|LS-BEBR ECONOMIC ANALYSIS|SENIOR VP-PROVOST
16980500|LS-BEBR POPULATION|SENIOR VP-PROVOST
16987000|LS-BEBER-DC|SENIOR VP-PROVOST
17000000|COLLEGE-BUSINESS ADMINSTRATION|SENIOR VP-PROVOST
17010000|BA-OFFICE OF THE DEAN|SENIOR VP-PROVOST
17010100|BA-DEAN BUSINESS OFFICE|SENIOR VP-PROVOST
17010200|BA-MAIB PROGRAM|SENIOR VP-PROVOST
17010300|BA-MSM PROGRAM|SENIOR VP-PROVOST
17010400|BA-DEVELOPMENT|SENIOR VP-PROVOST
17010500|BA-BUSINESS COMMUNICATIONS|SENIOR VP-PROVOST
17010501|BA-BUS COMM EP FUNDING|SENIOR VP-PROVOST
17010502|BA-CTR FOR MGT COMM|SENIOR VP-PROVOST
17010600|BA-COURSE TEST FEES|SENIOR VP-PROVOST
17010700|BA-POST DOC BRIDGE PROG|SENIOR VP-PROVOST
17010800|BA-DOCTOR OF BUSINESS ADMIN|SENIOR VP-PROVOST
17020000|BA-MANAGEMENT|SENIOR VP-PROVOST
17020100|BA-MANAGEMENT BUS OFFICE|SENIOR VP-PROVOST
17020101|BA-MAN EP FUNDING|SENIOR VP-PROVOST
17020200|BA-POE-SOUTHERN FAM BUS ETHICS|SENIOR VP-PROVOST
17030000|BA-FISHER SCHOOL OF ACCOUNTING|SENIOR VP-PROVOST
17030100|BA-FSOA-BUSINESS OFFICE|SENIOR VP-PROVOST
17030200|BA-FSOA STUDENT SERVICES|SENIOR VP-PROVOST
17040000|BA-BUREAU-ECON BUS / RES|SENIOR VP-PROVOST
17040100|BA-BEBR-BUSINESS OFFICE|SENIOR VP-PROVOST
17040200|BA-BEBR INFO / PUBLICATIONS|SENIOR VP-PROVOST
17040300|BA-SURVEY|SENIOR VP-PROVOST
17040301|BA-SURVEY ADMIN|SENIOR VP-PROVOST
17040400|BA-BEBR ECONOMIC ANALYSIS|SENIOR VP-PROVOST
17040500|BA-BEBR POPULATION|SENIOR VP-PROVOST
17050000|BA-ECONOMICS|SENIOR VP-PROVOST
17050100|BA-ECONOMICS-BUSINESS OFFICE|SENIOR VP-PROVOST
17050101|BA-ECO EP FUNDING|SENIOR VP-PROVOST
17050200|BA-CIBER|SENIOR VP-PROVOST
17050300|BA-PURC|SENIOR VP-PROVOST
17050400|BA-PPRC|SENIOR VP-PROVOST
17050500|BA-FL OPPORTUNITY SCHOLAR PROG|SENIOR VP-PROVOST
17060000|BA-FINANCE|SENIOR VP-PROVOST
17060100|BA-FIRE BUSINESS OFFICE|SENIOR VP-PROVOST
17060101|BA-FIRE EP FUNDING|SENIOR VP-PROVOST
17060200|BA-CEI|SENIOR VP-PROVOST
17060300|BA-CTR-REAL ESTATE STUDIES|SENIOR VP-PROVOST
17060400|BA-INTER ECON / BUS RES|SENIOR VP-PROVOST
17060500|BA-MSF PROGRAM|SENIOR VP-PROVOST
17060600|BA-MARE PROGRAM|SENIOR VP-PROVOST
17060700|BA-MSE PROGRAM|SENIOR VP-PROVOST
17060900|BA-CIBER|SENIOR VP-PROVOST
17070000|BA-INFO SYS & OPERATIONS MGT|SENIOR VP-PROVOST
17070100|BA-ISOM BUSINESS OFFICE|SENIOR VP-PROVOST
17070101|BA-ISOM EP FUNDING|SENIOR VP-PROVOST
17070200|BA-ISOM FORUM|SENIOR VP-PROVOST
17080000|BA-MARKETING|SENIOR VP-PROVOST
17080100|BA-MARKETING-BUSINESS OFFICE|SENIOR VP-PROVOST
17080101|BA-MAR EP FUNDING|SENIOR VP-PROVOST
17080200|BA-RETAILING EDUCATION / RES|SENIOR VP-PROVOST
17080300|BA-CONSUMER RESEARCH CENTER|SENIOR VP-PROVOST
17080400|BA-TECH / SCI COMMERCIALIZATN|SENIOR VP-PROVOST
17200000|BA-FL MBA|SENIOR VP-PROVOST
17200100|BA-MBA BUSINESS OFFICE|SENIOR VP-PROVOST
17200200|BA-TRADITIONAL MBA|SENIOR VP-PROVOST
17200201|BA-TRADITIONAL MBA ADMISSIONS|SENIOR VP-PROVOST
17200202|BA-TRAD MBA STUDENT SERV|SENIOR VP-PROVOST
17200300|BA-NON TRADITIONAL MBA|SENIOR VP-PROVOST
17200301|BA-NON-TRAD MBA ADMISSIONS|SENIOR VP-PROVOST
17200302|BA-NON-TRAD MBA STU SERVICES|SENIOR VP-PROVOST
17200400|BA-CAREER SERVICES OFFICE|SENIOR VP-PROVOST
17210000|BA-IT SUPPORT PROGRAMS|SENIOR VP-PROVOST
17210100|BA-IT BUSINESS OFFICE|SENIOR VP-PROVOST
17210200|BA-IT COMMUNICATIONS|SENIOR VP-PROVOST
17210300|BA-IT VIDEO PRODUCTION|SENIOR VP-PROVOST
17210400|BA-IT TECHNICAL SUPPORT|SENIOR VP-PROVOST
17210500|BA-DUDZIAK-MCCLINT BUSTECH CTR|SENIOR VP-PROVOST
17210600|BA-IT TECHNOLOGY SOLUTIONS|SENIOR VP-PROVOST
17220000|BA-UNDERGRADUATE PROGRAM OFF|SENIOR VP-PROVOST
17220100|BA-UPO BUSINESS OFFICE|SENIOR VP-PROVOST
17220200|BA-UPO ADVISING|SENIOR VP-PROVOST
17220300|BA-UPO ONLINE|SENIOR VP-PROVOST
17220400|BA-UPO CAREER|SENIOR VP-PROVOST
17220500|BA-UPO INTERNATIONAL|SENIOR VP-PROVOST
17220600|BA-COLLECT STUDENT FEES|SENIOR VP-PROVOST
17220700|BA-TEACHING LEARNING & ASMNT|SENIOR VP-PROVOST
18000000|COLLEGE-EDUCATION|SENIOR VP-PROVOST
18010000|ED-DN OFFICE|SENIOR VP-PROVOST
18010100|ED-DN OFFICE-GENERAL|SENIOR VP-PROVOST
18010200|ED-DN COLLEGE FUNDING|SENIOR VP-PROVOST
18020000|ED-OFFICE OF EVALUATION / RES|SENIOR VP-PROVOST
18020100|ED-OER-GENERAL|SENIOR VP-PROVOST
18020200|ED-OER CONSULTING LAB|SENIOR VP-PROVOST
18040000|ED-EDL-EDUCA LEADERSHIP|SENIOR VP-PROVOST
18040100|ED-EDL-GENERAL|SENIOR VP-PROVOST
18040200|ED-EDL COMMUNITY EDUCATION|SENIOR VP-PROVOST
18040300|ED-EDL HIGHER EDUCATION|SENIOR VP-PROVOST
18040400|ED-EDL POLICY / FINANCE|SENIOR VP-PROVOST
18050000|ED-STL SCHL-TEACH / LEARN|SENIOR VP-PROVOST
18050100|ED-STL-GENERAL|SENIOR VP-PROVOST
18060000|ED-EDP EDUCATIONAL PSYCHOLOGY|SENIOR VP-PROVOST
18060100|ED-EDP-GENERAL|SENIOR VP-PROVOST
18070000|ED-SHDOSE-SCHL OF HUM DEV&ORG|SENIOR VP-PROVOST
18070100|ED-SHDOSE-GENERAL|SENIOR VP-PROVOST
18080000|ED-SPED SPECIAL EDUCATION|SENIOR VP-PROVOST
18080100|ED-SPED-GENERAL|SENIOR VP-PROVOST
18080200|ED-CTR EXCEL EARLY CHILD STUD|SENIOR VP-PROVOST
18080300|ED-BEHAVIOR MGT RES TODAYS SCH|SENIOR VP-PROVOST
18100000|ED-STUDENT SERVICES|SENIOR VP-PROVOST
18100100|ED-STUDENT SERVICES-GENERAL|SENIOR VP-PROVOST
18120000|ED-CED COUNSELOR EDUCATION|SENIOR VP-PROVOST
18120100|ED-CED-GENERAL|SENIOR VP-PROVOST
18180000|ED-PK YONGE DEV RESEARCH SCHL|SENIOR VP-PROVOST
18180100|ED-ADMINISTRATION|SENIOR VP-PROVOST
18180200|ED-SCHOOL OPERATIONS|SENIOR VP-PROVOST
18180300|ED-STUDENT SERVICES|SENIOR VP-PROVOST
18180400|ED-HIGH SCHOOL|SENIOR VP-PROVOST
18180500|ED-MIDDLE SCHOOL|SENIOR VP-PROVOST
18180600|ED-ELEMENTARY SCHOOL|SENIOR VP-PROVOST
18180700|ED-RESEARCH|SENIOR VP-PROVOST
18180900|ED-ATHLETICS|SENIOR VP-PROVOST
18180901|ED-ADMINISTRATION|SENIOR VP-PROVOST
18180902|ED-ATHLETIC SUPPLEMENTS|SENIOR VP-PROVOST
18180903|ED-BASEBALL|SENIOR VP-PROVOST
18180904|ED-BASKETBALL-BOYS|SENIOR VP-PROVOST
18180905|ED-BASKETBALL-GIRLS|SENIOR VP-PROVOST
18180906|ED-CHEERLEADING|SENIOR VP-PROVOST
18180907|ED-CROSS COUNTRY|SENIOR VP-PROVOST
18180908|ED-FOOTBALL|SENIOR VP-PROVOST
18180909|ED-GOLF|SENIOR VP-PROVOST
18180910|ED-SOCCER-BOYS|SENIOR VP-PROVOST
18180911|ED-SOCCER-GIRLS|SENIOR VP-PROVOST
18180912|ED-SOFTBALL|SENIOR VP-PROVOST
18180913|ED-TENNIS|SENIOR VP-PROVOST
18180914|ED-TRACK|SENIOR VP-PROVOST
18180915|ED-VOLLEYBALL|SENIOR VP-PROVOST
18181000|ED-CAFE|SENIOR VP-PROVOST
18181100|ED-AFTER SCHOOL|SENIOR VP-PROVOST
18181200|ED-PK YONGE REIMBURSE|SENIOR VP-PROVOST
18190000|ED-DEVELOPMENT & ALUMNI|SENIOR VP-PROVOST
18190100|ED-DEVELOPMENT / ALUMNI-GEN|SENIOR VP-PROVOST
18200000|ED-RRMA|SENIOR VP-PROVOST
18200100|ED-RRMA-GENERAL|SENIOR VP-PROVOST
18200200|ED-RRMA SPECIAL PROJECTS|SENIOR VP-PROVOST
18210000|ED-DISTANCE LEARNING|SENIOR VP-PROVOST
18210100|ED-DISTANCE LEARNING-GEN|SENIOR VP-PROVOST
18210200|ED-ETC DUAL/CONCURRENT ENROLL|SENIOR VP-PROVOST
18220000|ED-INFORMATION / PUBLIC SERV|SENIOR VP-PROVOST
18220100|ED-INFOR / PUB SERV-GEN|SENIOR VP-PROVOST
18250000|ED-GRAD STUDIES / TECHNOLOGY|SENIOR VP-PROVOST
18250100|ED-GRAD STUDIES / TECH-GEN|SENIOR VP-PROVOST
18300000|ED-LASTINGER CENTER|SENIOR VP-PROVOST
18300100|ED-LASTINGER CENTER-GENERAL|SENIOR VP-PROVOST
18300200|ED-LASTINGER SPECIAL PROJECTS|SENIOR VP-PROVOST
18310000|ED-SCHOOL SERVICE CENTER|SENIOR VP-PROVOST
18310100|ED-SCHOOL SVC CTR-GENERAL|SENIOR VP-PROVOST
18310200|ED - LASTINGER CENTER SSC|SENIOR VP-PROVOST
18310210|ED - LASTINGER CONTRACTS|SENIOR VP-PROVOST
18310300|ED - DISTANCE LEARNING SSC|SENIOR VP-PROVOST
18310310|ED-DISTANCE LEARNING CONTRACT|SENIOR VP-PROVOST
18310400|ED - PKY SSC|SENIOR VP-PROVOST
18310500|ED - STL SSC|SENIOR VP-PROVOST
18310700|ED - SHDOSE SSC|SENIOR VP-PROVOST
18310800|ED - SESPECS SSC|SENIOR VP-PROVOST
18320000|ED-TEACHER EDUCATION CENTER|SENIOR VP-PROVOST
18320100|ED-TEACHER EDUC CTR -GEN|SENIOR VP-PROVOST
18330000|ED-ALLIANCE CENTER|SENIOR VP-PROVOST
