dept_id|deptName
14220401|IT-AT CIRCA OPERATIONS-ADMIN
14220402|IT-AT CIRCA OPER-MAINTENANCE
14220403|IT-AT CIRCA OPER-OPERATORS
14220500|IT-AT CIRCA SHOP
14220600|IT-AT SOFTWARE LICENSING-SVCS
14220601|IT-AT SOFTWARE LICENSING-ADM
14220602|IT-AT SOFTWARE LICENSING-LIC
14220700|IT-AT VIDEO COLLABORAT  SVCS
14220701|IT-AT VCS VIDEO SERVICES ADMIN
14220702|IT-AT VCS VIDEO SVC OPERATIONS
14220703|IT-AT VCS VIDEO SVC PRODUCTION
14220800|IT-AT WORKSTATION SUPPORT
14220801|IT-AT WORKSTATION SUPPORT-ADM
14220802|IT-AT WORKSTATION SUPPORT-SOFT
14220803|IT-AT WORKSTATION SUPPORT-SUPP
14220900|IT-AT CIRCA COMP LAB IMPROVMNT
14230000|IT-AT CITT
14230100|IT-AT CITT ADMINISTRATION
14230200|IT-AT CITT TRAINING
14230300|IT-AT CITT WALK-IN SUPPORT
14230400|IT-AT CITT DESIGN PROJECTS
14230500|IT-AT CITT FACULTY DEVELOPMENT
14240000|IT-AT MEDIA SERVICES
14240100|IT-AT MEDIA SERVICES ADMIN
14240200|IT-AT BIOMEDICAL MEDIA SVCS
14240300|IT-AT PHOTOGRAPHY
14240400|IT-AT GRAPHICS
14250000|IT-AT MEDIA LIBRARY
14250100|IT-AT MEDIA LIBRARY ADMIN
14250200|IT-AT MEDIA LIBRARY MATERIALS
14260000|IT-AT CLASSROOM SUPPORT
14260100|IT-AT EQUIPMENT DISTRIBUTION
14260200|IT-AT INSTALLATIONS
14260300|IT-AT MAINTENANCE / SUPPORT
14270000|IT-AT TEACHING CENTER
14270100|IT-AT AT-TV
14270200|IT-AT READING AND WRITING CTR
14270300|IT-AT TEACHING CENTER-TESTING
14270400|IT-AT TEACHING CENTER-TUTORING
14280000|IT-AT TESTING / EVAL SERVICES
14280100|IT-AT GENERAL TESTING / EVAL
14280200|IT-AT TESTING-CLAST ADMIN
14280300|IT-AT TESTING-CLAST SUPPORT
14280400|IT-AT TESTING-CLEP
14280500|IT-AT TESTING-SAT II
14290000|IT-AT ADVANCED PROJECTS
14300000|IT-CNS COMPUTING / NET SERV
14300100|IT-CNS CS-COMPUTG & NETWRK SVC
14300200|IT-CNS DC-DATA CENTER
14300210|IT-CNS DC-OPERATIONS
14300220|IT-CNS DC-FACILITIES
14300300|IT-CNS CS SYSTEMS ADMIN
14300310|IT-CNS CS MAINFRAME
14300320|IT-CNS CS OPEN SYSTEMS
14300330|IT-CNS CS ES INFRASTRUCTURE
14300340|IT-CNS CS-NSAM BACKUP SERVICE
14300400|IT-CNS NS NETWORK SERVICES
14300410|IT-CNS NS CORE
14300420|IT-CNS NS SOFTWARE
14300430|IT-CNS NS INFRASTRUCTURE
14300440|IT-CNS NS-FLA LAMDA RAIL
14301000|IT-CNS SUPPORT SERVICES
14301010|IT-CNS SS ADMINISTRATIVE SERV
14301020|IT-CNS SS ACCOUNTING SERVICES
14301030|IT-CNS SS INFORMATION SERVICES
14301040|IT-CNS SS NETG/IT TRAIN SPPRT
14301090|IT-CNS SS SPECIAL PROJECTS
14302000|IT-CNS CNS COMPUTING SERVICES
14302010|IT-CNS CS OPERATIONS SERVICES
14302020|IT-CNS CS PRODUCTION SERVICES
14302030|IT-CNS CS APPLICATIONS SERV
14302042|IT-CNS CS FACILITY MAINTENANCE
14302090|IT-CNS CS SPECIAL PROJECTS
14303000|IT-CNS CS SYSTEMS ADMIN
14303010|IT-CNS SA MAINFRAME GROUP
14303020|IT-CNS SA OPEN SYSTEMS GROUP
14303030|IT-CNS-SA DATABASE
14303042|IT-CNS SA GATORLINK SERVICES
14303064|IT-CNS SYS NSAM BACKUP SERVICE
14303074|IT-CNS EXCHANGE E-MAIL SERV
14303090|IT-CNS SA SPECIAL PROJECTS
14304000|IT-CNS CNS NETWORK SERVICES
14304007|IT-CNS NS MANAGEMENT
14304010|IT-CNS NS CORE
14304020|IT-CNS NS SOFTWARE
14304030|IT-CNS NS INFRASTRUCTURE
14304040|IT-CNS NS INFRASTRUC -- BNI
14304050|IT-NS NS INTERNET-1
14304051|IT-NS NS INTERNET-2
14304064|IT-CNS-NS-FLA LAMDA RAIL
14304070|IT-CNS-NS-WALLPLATE
14304090|IT-CNS NS SPECIAL PROJECTS
14305000|IT-CNS CNS-UF SECURITY SERV
14305010|IT-CNS CNS-UF INFO SEC MNGMENT
14305090|IT-CNS CNS-UF SEC SPEC PROJ
14306000|IT-CNS CNS TELECOMMUNICATIONS
14306007|IT-CNS-TC-MANGEMENT
14306010|IT-CNS TC ADMINISTRATIVE SERV
14306020|IT-CNS TC FACILITY MAINTENANCE
14306030|IT-CNS TC SUN COM
14306040|IT-CNS TC LONG DISTANCE
14306041|IT-CNS TC LD SUNCOM
14306042|IT-CNS TC LD BELLSOUTH
14306043|IT-CNS TC LD 800 SERVICE
14306050|IT-CNS TC LOCAL LINES
14306060|IT-CNS TC INSTALLATION
14306070|IT-CNS TC MAINTENANCE
14306090|IT-CNS TC SPECIAL PROJECTS
14307000|IT-CNS EXEMPT PURCHASES
14309000|CNS-MANAGEMENT
14330000|IT-EIO ENTERPRISE INFRAS/OPERS
14330200|IT-EIO DATA CENTER
14330300|IT-EIO SYSTEMS
14340000|IT-NS NETWORK SERVICES
14340300|IT-NS CORE
14340400|IT-NS INFRASTRUCTURE
14340600|IT-NS TELECOMMUNICATIONS
14400000|IT-DATA INFRASTRUCTURE
14500000|IT-HIGH PERFORMANCE COMPUTING
14600000|IT-STUDENT SYSTEM MODERNIZATIO
14700000|IT-SECURITY & COMPLIANCE
14700100|IT-SECURITY & COMPLIANCE ADMIN
14800000|IT - ENTERPRISE SYSTEMS
14900000|IT-TSS-TECHNOLOGY SUPPORT SERV
14900100|IT-TSS-TECHNOLOGY SUPPORT SERV
15000000|COLLEGE-DESIGN CONSTRUC / PLAN
15010000|DCP-DEAN'S OFFICE
15010100|DCP-ADMINISTRATION
15010200|DCP-BEINECKE-REEVES
15010300|DCP-PHD PROGRAM
15010400|DCP-DEVELOPMENT
15010500|DCP-RESEARCH OFFICE
15010600|DCP-TROPARC
15010700|DCP-DOCE
15010800|DCP-FABRICATION LAB
15020000|DCP-SCHOOL OF ARCHITECTURE
15020100|DCP-ARCHITECTURE-ADMIN
15020200|DCP-RES/EDU CTR-ARCH PRESV
15020300|DCP-NANTUCKET PRESERV INST
15020400|DCP-CARRIBEAN PRESERV INST
15020500|DCP-VICENZA PROGRAM
15020600|DCP-DOCE
15030000|DCP-RINKER SCH OF BLDG CONSTR
15030100|DCP-BLDG CONSTRUCTION-ADMIN
15030200|DCP-RINKER
15030300|DCP-SHIMBERG CTR AFFORD HOUS
15030400|DCP-CONSTRUC / ENVIR-POWELL
15030500|DCP-CONSTR SFTY / L0SS CONTROL
15030600|DCP-CTR-COLLECTIVE PROTECT
15030800|DCP-DOCE
15040000|DCP-LANDSCAPE ARCHITECTURE
15040100|DCP-LANDSCAPE ARCH-ADMIN
15040200|DCP-DOCE
15050000|DCP-INTERIOR DESIGN
15050100|DCP-INTERIOR DESIGN-ADMIN
15050200|DCP-DOCE
15060000|DCP-URBAN REGIONAL / PLANNING
15060100|DCP-URP ADMINISTRATION
15060200|DCP-BUILDING BETTER COMMNITIES
15060300|DCP-GEOGRPHC PLN / RES INF CTR
15060400|DCP-FLA GEOGRAPHIC LIB-SERV
15060500|DCP-DOCE
15060600|DCP-CTR FOR HLTH/BUILT ENVIRON
15060700|DCP-CTR INTL DESIGN & PLANNING
15070000|DCP-SCHOOL OF LANDSCAPE & PLNG
15070100|DCP-SLAP ADMIN
15070200|DCP-SLAP DOCE
16000000|COLLEGE-LIBERAL ARTS/SCIENCES
16010000|LS-DEANS OFFICE
16010100|LS-CLAS ADMINISTRATION
16010300|LS-CLAS COMPUTING
16010370|LS-CLAS COMPUTER REPLACEMENTS
16010500|LS-COLLEGE DEVELOPMENT
16010700|LS-CLAS PUBLICATIONS
16010900|LS-CLAS SHARED SERVICES CENTER
16011900|LS-CLAS CONTINGENCY
16019000|LS-KEENE FACULTY CENTER
16020000|LS-AFRICAN-ASIAN LANG / LIT
16020100|LS-AFRICAN / ASIAN-GENERAL
16020300|LS-ARABIC
16020500|LS-CHINESE
16020700|LS-HEBREW
16020900|LS-JAPANESE
16021100|LS-SHONA
16021300|LS-SWAHILI
16021500|LS-YOURBA
16021700|LS-VIETNAMESE
16029000|LS-AUXILIARY ENTERPRISES
16029050|LS-COURSE FEES
16030000|LS-ECONOMICS
16030100|LS-ECONOMICS GENERAL
16030400|LS-ECONOMICS PPRC
16037000|LS-ECONOMICS DC
16039050|LS-ECONOMICS COURSE FEES
16040000|LS-ANTHROPOLOGY
16040100|LS-ANTHROPOLOGY-GENERAL
16040300|LS-CA POUND LAB
16040350|LS-CAPHIL AUXILIARY FUNDS
16040500|LS-WR MAPLES CENTER
16047000|LS-ANTHROPOLOGY-DC
16049000|LS-ARCHAELOLOGY CONSULTING
16049050|LS-COURSE FEES
16060000|LS-ASTRONOMY
16060100|LS-ASTRONOMY-GENERAL
16060200|LS-NON TEACHING FELLOWS
16062000|LS-SPACE ASTRONOMY LAB
16067000|LS-ASTRONOMY-DC
16069000|LS-ASTRO INSTRUMENT SRVC CTR
16069050|LS-COURSE FEES
16080000|LS-BIOLOGICAL SCIENCES
16080100|LS-BIOLOGICAL SCIENCES-GEN
16089000|LS-BIO AUXILLARY ENTERPRISES
16089050|LS-BIO MATERIAL / SUPPLIES
16100000|LS-BOTANY
16100100|LS-BOTANY-GENERAL
16109000|LS-AUXILIARY ENTERPRISES
16109050|LS-COURSE FEES
16120000|LS-CHEMISTRY
16120100|LS-CHEMISTRY-GENERAL
16120102|LS-CHEMISTRY-CHAIR OFFICE
16120104|LS-CHEMISTRY-MAIN OFFICE
16120106|LS-CHEMISTRY-BUSINESS OFFICE
16120108|LS-CHEMISTRY-GRADUATE OFFICE
16120300|LS-ANALYTICAL DIVISION
16120500|LS-BIOCHEMISTRY DIVISION
16120700|LS-INORGANIC DIVISION
16120900|LS-ORGANIC DIVISION
16120910|LS-CHEMISTRY-KENAN ENDOW CHAIR
16121100|LS-MICROFABRITECH
16121300|LS-MAGNETIC LAB
16121500|LS-PHYSICAL DIVISION
16121700|LS-POLYMER CHEMISTRY
16122200|LS-CATALYSIS
16122400|LS-CHEMICAL PHYSICS
16122600|LS-CHEMICAL RESRCH-BIO/NANO
16122800|LS-HETEROCYCLIC COMPOUNDS
16123000|LS-MACROMOLECULAR SCI / ENGIN
16123200|LS-QUANTUM THEORY PROJECT
16127000|LS-CHEMISTRY-DC
16128000|LS-CHEMISTRY SHOPS
16128005|LS-CHEMISTRY SHOPS-RECEIVING
16128010|LS-CHEMISTRY SHOPS- STOCKROOM
16128015|LS-CHEMISTRY SHOP-ELECTRONICS
16128020|LS-CHEMISTRY SHOP- GLS BLOWING
16128025|LS-CHEMISTRY SHOPS-IT
16128030|LS-CHEMISTRY SHOP-MACHINE SHOP
16129000|LS-AUXILIARY ENTERPRISES
16129001|LS-INFRARED SPECTROPHOTOMETER
16129002|LS-SPECTROSCOPTIC SERVICES
16129003|LS-POLYMER CHEMISTRY SERVICES
16129004|LS-X-RAY CRYSTALLOGAPHY SERVS
16129005|LS-CHEM HETERCYCLIC FACILITY
16129006|LS-NMR SERVICES
16129050|LS-COURSE FEES
16129051|LS-LAB BREAKAGE FEES
16140000|LS-CLASSICS
16140100|LS-CLASSICS-GENERAL
16140300|LS-GREEK STUDIES
16140500|LS-LATIN
16147000|LS-CLASSICS-DC
16160000|LS-COMMUN / PROCESSES / DISORD
16160100|LS-COMMUNICAT PROCESSES-GEN
16160400|LS-AUD DISTANCE LEARNING
16162000|LS-ADVNCD STUDS-COMM PROCESS
16169000|LS-AUXILIARY ENTERPRISES
16169001|LS-SPEECH AND HEARING CLINIC
16169050|LS-COURSE FEES
16180000|LS-CRIMINOLOGY AND THE LAW
16180100|LS-CRIMINOLOGY-GENERAL
16200000|LS-ENGLISH
16200100|LS-ENGLISH-GENERAL
16202000|LS-FILM AND MEDIA STUDIES
16202200|LS-EXEMPLARIA
16202400|LS-IPSA
16207000|LS-ENGLISH-DC
16209000|LS-AUXILIARY ENTERPRISES
16209050|LS-COURSE FEES
16220000|LS-GEOGRAPHY
16220100|LS-GEOGRAPHY-GENERAL
16227000|LS-GEOGRAPHY-DC
16229000|LS-AUXILIARY ENTERPRISES
16229010|LS-GEOGRAPHY PUBLICATIONS
16229050|LS-COURSE FEES
16240000|LS-GEOLOGY
16240100|LS-GEOLOGY-GENERAL
16242000|LS-FL INST-RESRCE / ENVIRON
16247000|LS-GEOLOGY-DC
16249000|LS-AUXILIARY ENTERPRISES
16249002|LS-CRYOGENIC MAGBETOME
16249004|LS-GAS MASS LAB
16249006|LS-ICP LAB
16249008|LS-TIMS LAB
16249010|LS-THERMOCHR
16249012|LS-XRF LAB
16249014|LS-SCANNING ELECTRON MICRO LAB
16249016|LS-HELIUM ISOTOPE ANALYSIS LAB
16249018|LS-ORGANIC GEOCHEMISTRY LAB
16249020|LS-BIOGEOCHEMICAL ANALYTIC SVC
16249050|LS-COURSE FEES
16260000|LS-GERMAN / SLAVIC LANGS / LIT
16260100|LS-GERMAN / SLAVIC-GENERAL
16260300|LS-CZECH
16260500|LS-DUTCH
16260700|LS-GERMAN
16260900|LS-POLISH
16261100|LS-RUSSIAN
16261300|LS-SWEDISH
16280000|LS-HISTORY
16280100|LS-HISTORY-GENERAL
16282000|LS-EARLY CONTACT PERIOD
16282200|LS-ORAL HISTORY PROGRAM
16287000|LS-HISTORY-DC
16289000|LS-AUXILIARY ENTERPRISES
16289050|LS-COURSE FEES
16300000|LS-LINGUISTICS
16300100|LS-LINGUISTICS-GENERAL
16307000|LS-LINGUISTICS-DC
16309000|LS-AUXILIARY ENTERPRISES
16309001|LS-ENGLISH LANGUAGE INSTITUTE
16309050|LS-COURSE FEES
16320000|LS-MATHEMATICS
16320100|LS-MATHEMATICS-GENERAL
16322000|LS-APPLIED MATHEMATICS
16327000|LS-MATHEMATICS-DC
16329000|LS-AUXILIARY ENTERPRISES
16329050|LS-COURSE FEES
16340000|LS-PHILOSOPHY
16340100|LS-PHILOSOPHY-GENERAL
16342000|LS-APPLD PHILOSOPHY AND ETHICS
16347000|LS-PHILOSOPHY-DC
16360000|LS-PHYSICS
16360100|LS-PHYSICS-GENERAL
16360300|LS-ASTROPHYSICS DIVISION
16360301|LS-GENERAL DIVISION
16360303|LS-ASTROPHYSICS EXPERIMENTAL
16360305|LS-ASTROPHYSICS THEORY
16360400|LS-ATMOSHERIC SCIENCES
16360500|LS-CONDENSED MATTER DIVISION
16360501|LS-GENERAL DIVISION
16360503|LS-CONDENSED MATTER EXPERIMENT
16360505|LS-CONDENSED MATTER THEORY
16360700|LS-HIGH ENERGY DIVISION
16360701|LS-GENERAL DIVISION
16360703|LS-HIGH ENERGY EXPERIMENTAL
16360705|LS-HIGH ENERGY THEORY
16360900|LS-LOW TEMPERATURE DIVISION
16360901|LS-GENERAL DIVISION
16360903|LS-LOW TEMPERATURE SOLIDS
16360905|LS-LOW TEMPERATURE LIQUIDS
16361100|LS-MAGNETIC LAB
16361300|LS-MICROFABRITECH
16362000|LS-FUNDAMENTAL THEORY
16362200|LS-QUANTUM THEORY DIVISION
16367000|LS-PHYSICS-DC
16369000|LS-AUXILIARY ENTERPRISES
16369002|LS-NUCLEAR PHYSICS ACCELERATOR
16369004|LS-CRYGENIC SERVICES
16369050|LS-COURSE FEES
16380000|LS-POLITICAL SCIENCE
16380100|LS-POLITICAL SCIENCE-GENERAL
16382000|LS-FLORIDA SURVEY RESEARCH
16382200|LS-RESEARCH ON ELECTIONS
16383000|LS-CAIRE
16387000|LS-POLITICAL SCIENCE-DC
16389000|LS-AUXILIARY ENTERPRISES
16389050|LS-COURSE FEES
16400000|LS-PSYCHOLOGY
16400100|LS-PSYCHOLOGY-GENERAL
16400300|LS-BEHAVIOR ANALYSIS
16400500|LS-BEHAVIORAL NEUROSCIENCE
16400700|LS-COGNITIVE / SENSORY PROCESS
16400900|LS-COUNSELING
16401100|LS-DEVELPOMENT
16401300|LS-SOCIAL
16402000|LS-AMBULATORY STUDIES
16402200|LS-HEARING RESEARCH CENTER
16407000|LS-PSYCHOLOGY-DC
16409000|LS-PSYCHOLOGY AUX ENTERPRISES
16409002|LS-ANIMAL CARE
16409050|LS-COURSE FEES
16420000|LS-RELIGION
16420100|LS-RELIGION-GENERAL
16420200|LS-GLOBAL ISLAM
16427000|LS-RELIGION-DC
16440000|LS-ROMANCE LANGS / LIT
16440100|LS-ROMANCE LANGUAGES-GENERAL
16440300|LS-FRENCH
16440500|LS-HAITIAN CREOLE
16440700|LS-ITALIAN
16440900|LS-PROTUGUESE
16441100|LS-SPANISH
16449000|LS-AUXILIARY ENTERPRISES
16449050|LS-COURSE FEES
16460000|LS-SOCIOLOGY
16460100|LS-SOCIOLOGY-GENERAL
16462000|LS-URBAN AND REGIONAL
16469000|LS-AUXILIARY ENTERPRISESLS-AUX
16469050|LS-COURSE FEES
16480000|LS-STATISTICS
16480100|LS-STATISTICS-GENERAL
16487000|LS-STATISTICS-DC
16489000|LS-AUXILIARY ENTERPRISES
16489050|LS-COURSE FEES
16500000|LS-ZOOLOGY
16500100|LS-ZOOLOGY- GENERAL
16501000|LS-ZOOLOGY-GENERAL
16502000|LS- A CARR CNTR-SEA TURTLE RES
16502200|LS-SEAHORSE KEY
16502400|LS-UF MARINE LAB
16509000|LS-ZOOLOGY AUX ENT
16509050|LS-COURSE FEES
16520000|LS-CLA/S ACADEMIC ADVISING
16520100|LS-ADVISING GENERAL
16520300|LS-ADVISING PREPROFESSIONAL
16527000|LS-ADVISING-DC
16540000|LS-LANGUAGE LEARNING CENTER
16540100|LS-LLC-GENERAL
16547000|LS-LANGUAGE LEARNING LAB
16549050|LS-LLC-LAB FEES
16560000|LS-OASIS
16560100|LS-OASIS GENERAL
16560300|LS-UPWARD BOUND
16560500|LS-SESP
16580000|LS-DIAL CENTER
16580100|LS-DIAL CENTER-GENERAL
16587000|LS-DIAL CENTER-DC
16589000|LS-AUXILIARY ENTERPRISES
16589050|LS-COURSE FEES
16600000|LS-AFRICAN STUDIES PROGRAM
16600100|LS-AFRICAN STUDIES PROGRAM-GEN
16607000|LS-AFRICAN STUDIES PROGRAM-DC
16609000|LS-AUXILIARY ENTERPRISES
16609050|LS-COURSE FEES
16620000|LS-AFRICAN AMERICAN STUDIES
16620100|LS-AFRICAN AMERICAN ST-GEN
16627000|LS-AFRICAN AMERICAN ST-DC
16640000|LS-ASIAN STUDIES
16640100|LS-ASIAN STUDIES-GENERAL
16660000|LS-EUROPEAN STUDIES
16660100|LS-EUROPEAN STUDIES-GENERAL
16667000|LS-EUROPEAN STUDIES-DC
16669000|LS-AUXILIARY ENTERPRISES
16669050|LS-COURSE FEES
16680000|LS-FLORIDA FRANCE ALLIANCE
16680100|LS-FLORIDA FRANCE ALLAINCE-GEN
16700000|LS-GERONTOLOGY
16720000|LS-HUMANITIES-PUBLIC SPHERE
16720100|LS-HUMANITIES PUBLIC SPH-GEN
16727000|LS-HUMANITIES PUBLIC SPH-DC
16740000|LS-JEWISH STUDIES
16740100|LS-JEWISH STUDIES-GENERAL
16747000|LS-JEWISH STUDIES-DC
16760000|LS-LAND USE/ENVIRON CHNG INST
16760100|LS-LAND USE / ENVR CH INST-GEN
16780000|LS-REID HOUSE-PARIS
16780100|LS-REID HOUSE-PARIS GENERAL
16790000|LS-QUANTUM THEORY PROJECT
16790100|LS-QTP-GENERAL
16800000|LS-WOMENS STUDIES
16800100|LS-WOMEN'S STUDIES-GENERAL
16807000|LS-WOMEN'S STUDIES-DC
16820000|LS-MEDIEVAL/EARLY MOD SDT
16820100|LS-MEDIEVAL/EARLY MODERN STUD
16840000|LS-GRAHAM CENTER
16840100|LS-GRAHAM CENTER - GENERAL
16840200|LS-GC-TALLAHASSEE INTERNSHIPS
16840300|LS-GRAHAM CENTER SURVEY POLLNG
16860000|LS-LANGUAGE LITERATURE&CULTURE
16860100|LS-LANG LIT & CULT -GENERAL
16860300|LS-LLC  AKAN
16860400|LS-LLC  AMHARIC
16860500|LS-LLC  ARABIC
16860600|LS-LLC  CHINESE
16860700|LS-LLC  CZECH
16860800|LS-LLC  DUTCH
16860900|LS-LLC  FRENCH
16861000|LS-LLC  GERMAN
16861100|LS-LLC  HAITIAN CREOLE
16861200|LS-LLC  HEBREW
16861300|LS-LLC  HINDI
16861400|LS-LLC  ITALIAN
16861500|LS-LLC  JAPANESE
16861600|LS-LLC  KOREAN
16861700|LS-LLC  POLISH
16861800|LS-LLC  RUSSIAN
16861900|LS-LLC  SHONA
16862000|LS-LLC  SWAHILI
16862100|LS-LLC  SWEDISH
16862200|LS-LLC  VIETNAMESE
16862300|LS-LLC  WOLOF
16862400|LS-LLC  XHOSA
16862500|LS-LLC  YORUBA
16867000|LS-LANG LIT & CULT -DC
16869000|LS-AUXILIARY ENTERPRISES
16869050|LS-MATERIAL / SUPPLY FEES
16880000|LS-SPANISH&PORTUGUESE STUDIES
16880100|LS-SPAN&PORT STUDIES -GENERAL
16880300|LS-SPANISH
16880500|LS-PORTUGUESE
16887000|LS-SPAN&PORT STUDIES -DC
16889000|LS-AUXILIARY ENTERPRISES
16889050|LS-MATERIAL / SUPPLY FEES
16900000|LS-BIOLOGY
16900100|LS-BIOLOGY -GENERAL
16900300|LS-BIOLOGICAL SCIENCES
16900500|LS-BOTANY
16900700|LS-ZOOLOGY
16900701|LS-A CARR CTR-SEA TURTLE RES
16900702|LS-SEAHORSE KEY
16900703|LS-UF MARINE LAB
16907000|LS-BIOLOGY -DC
16909000|LS-RADIOCARBON ANALYSIS LAB
16909050|LS-MATERIAL / SUPPLY FEES
16920000|LS-SOCIOLOGY/CRIMINOLOGY&LAW
16920100|LS-SOC/CRIM&LAW -GENERAL
16920300|LS-CRIMINOLOGY
16920500|LS-SOCIOLOGY
16920700|LS-URBAN & REGIONAL
16927000|LS-SOC/CRIM&LAW -DC
16929050|LS-MATERIAL / SUPPLY FEES
16940000|LS-WRITING PGM
16940100|LS-WRITING PGM GENERAL
16940500|LS-WRITING CENTER
16947000|LS-WRITING PGM -DC
16949000|LS-AUXILIARY ENTERPRISES
16949050|LS-COURSE FEES
16960000|LS-TEACHING CENTER
16960100|LS-TEACHING CTR GENERAL
16960300|LS-TEACHING CTR TESTING
16960400|LS-TEACHING CTR TUTORING
16960500|LS-READING & WRITING CTR
16969000|LS-AUXILIARY ENTERPRISES
16980000|LS-BEBR MAIN BUREAU
16980100|LS-BEBR ADMINISTRATION
16980200|LS-BEBR INFO/PUBS
16980300|LS-BEBR SURVEY
16980301|LS-BEBR SURVEY ADMIN
16980400|LS-BEBR ECONOMIC ANALYSIS
16980500|LS-BEBR POPULATION
16987000|LS-BEBER-DC
17000000|COLLEGE-BUSINESS ADMINSTRATION
17010000|BA-OFFICE OF THE DEAN
17010100|BA-DEAN BUSINESS OFFICE
17010200|BA-MIB PROGRAM
17010300|BA-MSM PROGRAM
17010400|BA-DEVELOPMENT
17010500|BA-BUSINESS COMMUNICATIONS
17010501|BA-BUS COMM EP FUNDING
17010502|BA-CTR FOR MGT COMM
17010600|BA-COURSE TEST FEES
17010700|BA-POST DOC BRIDGE PROG
17010800|BA-DOCTOR OF BUSINESS ADMIN
17020000|BA-MANAGEMENT
17020100|BA-MANAGEMENT BUS OFFICE
17020101|BA-MAN EP FUNDING
17020200|BA-POE-SOUTHERN FAM BUS ETHICS
17030000|BA-FISHER SCHOOL OF ACCOUNTING
17030100|BA-FSOA-BUSINESS OFFICE
17030200|BA-FSOA STUDENT SERVICES
17040000|BA-BUREAU-ECON BUS / RES
17040100|BA-BEBR-BUSINESS OFFICE
17040200|BA-BEBR INFO / PUBLICATIONS
17040300|BA-SURVEY
17040301|BA-SURVEY ADMIN
17040400|BA-BEBR ECONOMIC ANALYSIS
17040500|BA-BEBR POPULATION
17050000|BA-ECONOMICS
17050100|BA-ECONOMICS-BUSINESS OFFICE
17050101|BA-ECO EP FUNDING
17050200|BA-CIBER
17050300|BA-PURC
17050400|BA-PPRC
17050500|BA-FL OPPORTUNITY SCHOLAR PROG
17060000|BA-FINANCE
17060100|BA-FIRE BUSINESS OFFICE
17060101|BA-FIRE EP FUNDING
17060200|BA-CEI
17060300|BA-CTR-REAL ESTATE STUDIES
17060400|BA-INTER ECON / BUS RES
17060500|BA-MSF PROGRAM
17060600|BA-MARE PROGRAM
17060700|BA-MSE PROGRAM
17060900|BA-CIBER
17070000|BA-INFO SYS & OPERATIONS MGT
17070100|BA-ISOM BUSINESS OFFICE
17070101|BA-ISOM EP FUNDING
17070200|BA-ISOM FORUM
17080000|BA-MARKETING
17080100|BA-MARKETING-BUSINESS OFFICE
17080101|BA-MAR EP FUNDING
17080200|BA-RETAILING EDUCATION / RES
17080300|BA-CONSUMER RESEARCH CENTER
17080400|BA-TECH / SCI COMMERCIALIZATN
17200000|BA-FL MBA
17200100|BA-MBA BUSINESS OFFICE
17200200|BA-TRADITIONAL MBA
17200201|BA-TRADITIONAL MBA ADMISSIONS
17200202|BA-TRAD MBA STUDENT SERV
17200300|BA-NON TRADITIONAL MBA
17200301|BA-NON-TRAD MBA ADMISSIONS
17200302|BA-NON-TRAD MBA STU SERVICES
17200400|BA-CAREER SERVICES OFFICE
17210000|BA-IT SUPPORT PROGRAMS
17210100|BA-IT BUSINESS OFFICE
17210200|BA-IT COMMUNICATIONS
17210300|BA-IT VIDEO PRODUCTION
17210400|BA-IT TECHNICAL SUPPORT
17210500|BA-IT AUDIO/VISUAL SERVICES
17210600|BA-IT TECHNOLOGY SOLUTIONS
17220000|BA-UNDERGRADUATE PROGRAM OFF
17220100|BA-UPO BUSINESS OFFICE
17220200|BA-UPO ADVISING
17220300|BA-UPO ONLINE
17220400|BA-UPO CAREER
17220500|BA-UPO INTERNATIONAL
17220600|BA-COLLECT STUDENT FEES
17220700|BA-TEACHING LEARNING & ASMNT
18000000|COLLEGE-EDUCATION
18010000|ED-DN OFFICE
18010100|ED-DN OFFICE-GENERAL
18010200|ED-DN COLLEGE FUNDING
18020000|ED-OFFICE OF EVALUATION / RES
18020100|ED-OER-GENERAL
18020200|ED-OER CONSULTING LAB
18040000|ED-EDL-EDUCA LEADERSHIP
18040100|ED-EDL-GENERAL
18040200|ED-EDL COMMUNITY EDUCATION
18040300|ED-EDL HIGHER EDUCATION
18040400|ED-EDL POLICY / FINANCE
18050000|ED-STL SCHL-TEACH / LEARN
18050100|ED-STL-GENERAL
18060000|ED-EDP EDUCATIONAL PSYCHOLOGY
18060100|ED-EDP-GENERAL
18070000|ED-SHDOSE-SCHL OF HUM DEV&ORG
18070100|ED-SHDOSE-GENERAL
18080000|ED-SPED SPECIAL EDUCATION
18080100|ED-SPED-GENERAL
18080200|ED-CTR EXCEL EARLY CHILD STUD
18080300|ED-BEHAVIOR MGT RES TODAYS SCH
18100000|ED-STUDENT SERVICES
18100100|ED-STUDENT SERVICES-GENERAL
18120000|ED-CED COUNSELOR EDUCATION
18120100|ED-CED-GENERAL
18180000|ED-PK YONGE DEV RESEARCH SCHL
18180100|ED-ADMINISTRATION
18180200|ED-SCHOOL OPERATIONS
18180300|ED-STUDENT SERVICES
18180400|ED-HIGH SCHOOL
18180500|ED-MIDDLE SCHOOL
18180600|ED-ELEMENTARY SCHOOL
18180700|ED-RESEARCH
18180900|ED-ATHLETICS
18180901|ED-ADMINISTRATION
18180902|ED-ATHLETIC SUPPLEMENTS
18180903|ED-BASEBALL
18180904|ED-BASKETBALL-BOYS
18180905|ED-BASKETBALL-GIRLS
18180906|ED-CHEERLEADING
